Brand Name,Category,POS Terminal Name
Jasmi's,Food & Beverages,JASMI'S HOORA T3
Jasmi's,Food & Beverages,JASMI'S GALALI T1
Jasmi's,Food & Beverages,JASMI'S GALALI T2
Jasmi's,Food & Beverages,JASMI'S GALALI T3
Jasmi's,Food & Beverages,JASMI'S BUSAIT T1
Jasmi's,Food & Beverages,JASMI'S BUSAIT T2
Jasmi's,Food & Beverages,JASMI'S BUSAIT T3
Jasmi's,Food & Beverages,JASMI'S DIRAZ T1
Jasmi's,Food & Beverages,JASMI'S DIRAZ T2
Jasmi's,Food & Beverages,JASMI'S DIRAZ T3
Jasmi's,Food & Beverages,JASMI'S ZALLAQ T1
Jasmi's,Food & Beverages,JASMI'S ZALLAQ T2
Jasmi's,Food & Beverages,JASMI'S ZALLAQ T3
Jasmi's,Food & Beverages,JASMI'S AWALI T1
Jasmi's,Food & Beverages,JASMI'S AWALI T2
Jasmi's,Food & Beverages,JASMI'S AWALI T3
McDonald's,Food & Beverages,MCDONALD'S MANAMA T1
McDonald's,Food & Beverages,MCDONALD'S MANAMA T2
McDonald's,Food & Beverages,MCDONALD'S MANAMA T3
McDonald's,Food & Beverages,MCDONALD'S RIFFA T1
McDonald's,Food & Beverages,MCDONALD'S RIFFA T2
McDonald's,Food & Beverages,MCDONALD'S RIFFA T3
McDonald's,Food & Beverages,MCDONALD'S MUHARR T1
McDonald's,Food & Beverages,MCDONALD'S MUHARR T2
McDonald's,Food & Beverages,MCDONALD'S MUHARR T3
McDonald's,Food & Beverages,MCDONALD'S ISA TO T1
McDonald's,Food & Beverages,MCDONALD'S ISA TO T2
McDonald's,Food & Beverages,MCDONALD'S ISA TO T3
McDonald's,Food & Beverages,MCDONALD'S HAMAD  T1
McDonald's,Food & Beverages,MCDONALD'S HAMAD  T2
McDonald's,Food & Beverages,MCDONALD'S HAMAD  T3
McDonald's,Food & Beverages,MCDONALD'S JUFFAI T1
McDonald's,Food & Beverages,MCDONALD'S JUFFAI T2
McDonald's,Food & Beverages,MCDONALD'S JUFFAI T3
McDonald's,Food & Beverages,MCDONALD'S SEEF T1
McDonald's,Food & Beverages,MCDONALD'S SEEF T2
McDonald's,Food & Beverages,MCDONALD'S SEEF T3
McDonald's,Food & Beverages,MCDONALD'S SITRA T1
McDonald's,Food & Beverages,MCDONALD'S SITRA T2
McDonald's,Food & Beverages,MCDONALD'S SITRA T3
McDonald's,Food & Beverages,MCDONALD'S AMWAJ T1
McDonald's,Food & Beverages,MCDONALD'S AMWAJ T2
McDonald's,Food & Beverages,MCDONALD'S AMWAJ T3
McDonald's,Food & Beverages,MCDONALD'S BUDAIY T1
McDonald's,Food & Beverages,MCDONALD'S BUDAIY T2
McDonald's,Food & Beverages,MCDONALD'S BUDAIY T3
McDonald's,Food & Beverages,MCDONALD'S ZINJ T1
McDonald's,Food & Beverages,MCDONALD'S ZINJ T2
McDonald's,Food & Beverages,MCDONALD'S ZINJ T3
McDonald's,Food & Beverages,MCDONALD'S TUBLI T1
McDonald's,Food & Beverages,MCDONALD'S TUBLI T2
McDonald's,Food & Beverages,MCDONALD'S TUBLI T3
McDonald's,Food & Beverages,MCDONALD'S AALI T1
McDonald's,Food & Beverages,MCDONALD'S AALI T2
McDonald's,Food & Beverages,MCDONALD'S AALI T3
McDonald's,Food & Beverages,MCDONALD'S SAAR T1
McDonald's,Food & Beverages,MCDONALD'S SAAR T2
McDonald's,Food & Beverages,MCDONALD'S SAAR T3
McDonald's,Food & Beverages,MCDONALD'S HOORA T1
McDonald's,Food & Beverages,MCDONALD'S HOORA T2
McDonald's,Food & Beverages,MCDONALD'S HOORA T3
McDonald's,Food & Beverages,MCDONALD'S GALALI T1
McDonald's,Food & Beverages,MCDONALD'S GALALI T2
McDonald's,Food & Beverages,MCDONALD'S GALALI T3
McDonald's,Food & Beverages,MCDONALD'S BUSAIT T1
McDonald's,Food & Beverages,MCDONALD'S BUSAIT T2
McDonald's,Food & Beverages,MCDONALD'S BUSAIT T3
McDonald's,Food & Beverages,MCDONALD'S DIRAZ T1
McDonald's,Food & Beverages,MCDONALD'S DIRAZ T2
McDonald's,Food & Beverages,MCDONALD'S DIRAZ T3
McDonald's,Food & Beverages,MCDONALD'S ZALLAQ T1
McDonald's,Food & Beverages,MCDONALD'S ZALLAQ T2
McDonald's,Food & Beverages,MCDONALD'S ZALLAQ T3
McDonald's,Food & Beverages,MCDONALD'S AWALI T1
McDonald's,Food & Beverages,MCDONALD'S AWALI T2
McDonald's,Food & Beverages,MCDONALD'S AWALI T3
KFC,Food & Beverages,KFC MANAMA T1
KFC,Food & Beverages,KFC MANAMA T2
KFC,Food & Beverages,KFC MANAMA T3
KFC,Food & Beverages,KFC RIFFA T1
KFC,Food & Beverages,KFC RIFFA T2
KFC,Food & Beverages,KFC RIFFA T3
KFC,Food & Beverages,KFC MUHARR T1
KFC,Food & Beverages,KFC MUHARR T2
KFC,Food & Beverages,KFC MUHARR T3
KFC,Food & Beverages,KFC ISA TO T1
KFC,Food & Beverages,KFC ISA TO T2
KFC,Food & Beverages,KFC ISA TO T3
KFC,Food & Beverages,KFC HAMAD  T1
KFC,Food & Beverages,KFC HAMAD  T2
KFC,Food & Beverages,KFC HAMAD  T3
KFC,Food & Beverages,KFC JUFFAI T1
KFC,Food & Beverages,KFC JUFFAI T2
KFC,Food & Beverages,KFC JUFFAI T3
KFC,Food & Beverages,KFC SEEF T1
KFC,Food & Beverages,KFC SEEF T2
KFC,Food & Beverages,KFC SEEF T3
KFC,Food & Beverages,KFC SITRA T1
KFC,Food & Beverages,KFC SITRA T2
KFC,Food & Beverages,KFC SITRA T3
KFC,Food & Beverages,KFC AMWAJ T1
KFC,Food & Beverages,KFC AMWAJ T2
KFC,Food & Beverages,KFC AMWAJ T3
KFC,Food & Beverages,KFC BUDAIY T1
KFC,Food & Beverages,KFC BUDAIY T2
KFC,Food & Beverages,KFC BUDAIY T3
KFC,Food & Beverages,KFC ZINJ T1
KFC,Food & Beverages,KFC ZINJ T2
KFC,Food & Beverages,KFC ZINJ T3
KFC,Food & Beverages,KFC TUBLI T1
KFC,Food & Beverages,KFC TUBLI T2
KFC,Food & Beverages,KFC TUBLI T3
KFC,Food & Beverages,KFC AALI T1
KFC,Food & Beverages,KFC AALI T2
KFC,Food & Beverages,KFC AALI T3
KFC,Food & Beverages,KFC SAAR T1
KFC,Food & Beverages,KFC SAAR T2
KFC,Food & Beverages,KFC SAAR T3
KFC,Food & Beverages,KFC HOORA T1
KFC,Food & Beverages,KFC HOORA T2
KFC,Food & Beverages,KFC HOORA T3
KFC,Food & Beverages,KFC GALALI T1
KFC,Food & Beverages,KFC GALALI T2
KFC,Food & Beverages,KFC GALALI T3
KFC,Food & Beverages,KFC BUSAIT T1
KFC,Food & Beverages,KFC BUSAIT T2
KFC,Food & Beverages,KFC BUSAIT T3
KFC,Food & Beverages,KFC DIRAZ T1
KFC,Food & Beverages,KFC DIRAZ T2
KFC,Food & Beverages,KFC DIRAZ T3
KFC,Food & Beverages,KFC ZALLAQ T1
KFC,Food & Beverages,KFC ZALLAQ T2
KFC,Food & Beverages,KFC ZALLAQ T3
KFC,Food & Beverages,KFC AWALI T1
KFC,Food & Beverages,KFC AWALI T2
KFC,Food & Beverages,KFC AWALI T3
Carrefour,Shopping/Grocery,CARREFOUR MANAMA T1
Carrefour,Shopping/Grocery,CARREFOUR MANAMA T2
Carrefour,Shopping/Grocery,CARREFOUR MANAMA T3
Carrefour,Shopping/Grocery,CARREFOUR RIFFA T1
Carrefour,Shopping/Grocery,CARREFOUR RIFFA T2
Carrefour,Shopping/Grocery,CARREFOUR RIFFA T3
Carrefour,Shopping/Grocery,CARREFOUR MUHARR T1
Carrefour,Shopping/Grocery,CARREFOUR MUHARR T2
Carrefour,Shopping/Grocery,CARREFOUR MUHARR T3
Carrefour,Shopping/Grocery,CARREFOUR ISA TO T1
Carrefour,Shopping/Grocery,CARREFOUR ISA TO T2
Carrefour,Shopping/Grocery,CARREFOUR ISA TO T3
Carrefour,Shopping/Grocery,CARREFOUR HAMAD  T1
Carrefour,Shopping/Grocery,CARREFOUR HAMAD  T2
Carrefour,Shopping/Grocery,CARREFOUR HAMAD  T3
Carrefour,Shopping/Grocery,CARREFOUR JUFFAI T1
Carrefour,Shopping/Grocery,CARREFOUR JUFFAI T2
Carrefour,Shopping/Grocery,CARREFOUR JUFFAI T3
Carrefour,Shopping/Grocery,CARREFOUR SEEF T1
Carrefour,Shopping/Grocery,CARREFOUR SEEF T2
Carrefour,Shopping/Grocery,CARREFOUR SEEF T3
Carrefour,Shopping/Grocery,CARREFOUR SITRA T1
Carrefour,Shopping/Grocery,CARREFOUR SITRA T2
Carrefour,Shopping/Grocery,CARREFOUR SITRA T3
Carrefour,Shopping/Grocery,CARREFOUR AMWAJ T1
Carrefour,Shopping/Grocery,CARREFOUR AMWAJ T2
Carrefour,Shopping/Grocery,CARREFOUR AMWAJ T3
Carrefour,Shopping/Grocery,CARREFOUR BUDAIY T1
Carrefour,Shopping/Grocery,CARREFOUR BUDAIY T2
Carrefour,Shopping/Grocery,CARREFOUR BUDAIY T3
Carrefour,Shopping/Grocery,CARREFOUR ZINJ T1
Carrefour,Shopping/Grocery,CARREFOUR ZINJ T2
Carrefour,Shopping/Grocery,CARREFOUR ZINJ T3
Carrefour,Shopping/Grocery,CARREFOUR TUBLI T1
Carrefour,Shopping/Grocery,CARREFOUR TUBLI T2
Carrefour,Shopping/Grocery,CARREFOUR TUBLI T3
Carrefour,Shopping/Grocery,CARREFOUR AALI T1
Carrefour,Shopping/Grocery,CARREFOUR AALI T2
Carrefour,Shopping/Grocery,CARREFOUR AALI T3
Carrefour,Shopping/Grocery,CARREFOUR SAAR T1
Carrefour,Shopping/Grocery,CARREFOUR SAAR T2
Carrefour,Shopping/Grocery,CARREFOUR SAAR T3
Carrefour,Shopping/Grocery,CARREFOUR HOORA T1
Carrefour,Shopping/Grocery,CARREFOUR HOORA T2
Carrefour,Shopping/Grocery,CARREFOUR HOORA T3
Carrefour,Shopping/Grocery,CARREFOUR GALALI T1
Carrefour,Shopping/Grocery,CARREFOUR GALALI T2
Carrefour,Shopping/Grocery,CARREFOUR GALALI T3
Carrefour,Shopping/Grocery,CARREFOUR BUSAIT T1
Carrefour,Shopping/Grocery,CARREFOUR BUSAIT T2
Carrefour,Shopping/Grocery,CARREFOUR BUSAIT T3
Carrefour,Shopping/Grocery,CARREFOUR DIRAZ T1
Carrefour,Shopping/Grocery,CARREFOUR DIRAZ T2
Carrefour,Shopping/Grocery,CARREFOUR DIRAZ T3
Carrefour,Shopping/Grocery,CARREFOUR ZALLAQ T1
Carrefour,Shopping/Grocery,CARREFOUR ZALLAQ T2
Carrefour,Shopping/Grocery,CARREFOUR ZALLAQ T3
Carrefour,Shopping/Grocery,CARREFOUR AWALI T1
Carrefour,Shopping/Grocery,CARREFOUR AWALI T2
Carrefour,Shopping/Grocery,CARREFOUR AWALI T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER MANAMA T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER MANAMA T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER MANAMA T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER RIFFA T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER RIFFA T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER RIFFA T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER MUHARR T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER MUHARR T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER MUHARR T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER ISA TO T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER ISA TO T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER ISA TO T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER HAMAD  T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER HAMAD  T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER HAMAD  T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER JUFFAI T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER JUFFAI T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER JUFFAI T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER SEEF T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER SEEF T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER SEEF T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER SITRA T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER SITRA T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER SITRA T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER AMWAJ T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER AMWAJ T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER AMWAJ T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER BUDAIY T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER BUDAIY T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER BUDAIY T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER ZINJ T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER ZINJ T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER ZINJ T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER TUBLI T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER TUBLI T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER TUBLI T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER AALI T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER AALI T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER AALI T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER SAAR T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER SAAR T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER SAAR T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER HOORA T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER HOORA T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER HOORA T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER GALALI T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER GALALI T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER GALALI T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER BUSAIT T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER BUSAIT T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER BUSAIT T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER DIRAZ T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER DIRAZ T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER DIRAZ T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER ZALLAQ T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER ZALLAQ T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER ZALLAQ T3
Lulu Hypermarket,Shopping/Grocery,LULU HYPER AWALI T1
Lulu Hypermarket,Shopping/Grocery,LULU HYPER AWALI T2
Lulu Hypermarket,Shopping/Grocery,LULU HYPER AWALI T3
Alosra,Shopping/Grocery,ALOSRA MANAMA T1
Alosra,Shopping/Grocery,ALOSRA MANAMA T2
Alosra,Shopping/Grocery,ALOSRA MANAMA T3
Alosra,Shopping/Grocery,ALOSRA RIFFA T1
Alosra,Shopping/Grocery,ALOSRA RIFFA T2
Alosra,Shopping/Grocery,ALOSRA RIFFA T3
Alosra,Shopping/Grocery,ALOSRA MUHARR T1
Alosra,Shopping/Grocery,ALOSRA MUHARR T2
Alosra,Shopping/Grocery,ALOSRA MUHARR T3
Alosra,Shopping/Grocery,ALOSRA ISA TO T1
Alosra,Shopping/Grocery,ALOSRA ISA TO T2
Alosra,Shopping/Grocery,ALOSRA ISA TO T3
Alosra,Shopping/Grocery,ALOSRA HAMAD  T1
Alosra,Shopping/Grocery,ALOSRA HAMAD  T2
Alosra,Shopping/Grocery,ALOSRA HAMAD  T3
Alosra,Shopping/Grocery,ALOSRA JUFFAI T1
Alosra,Shopping/Grocery,ALOSRA JUFFAI T2
Alosra,Shopping/Grocery,ALOSRA JUFFAI T3
Alosra,Shopping/Grocery,ALOSRA SEEF T1
Alosra,Shopping/Grocery,ALOSRA SEEF T2
Alosra,Shopping/Grocery,ALOSRA SEEF T3
Alosra,Shopping/Grocery,ALOSRA SITRA T1
Alosra,Shopping/Grocery,ALOSRA SITRA T2
Alosra,Shopping/Grocery,ALOSRA SITRA T3
Alosra,Shopping/Grocery,ALOSRA AMWAJ T1
Alosra,Shopping/Grocery,ALOSRA AMWAJ T2
Alosra,Shopping/Grocery,ALOSRA AMWAJ T3
Alosra,Shopping/Grocery,ALOSRA BUDAIY T1
Alosra,Shopping/Grocery,ALOSRA BUDAIY T2
Alosra,Shopping/Grocery,ALOSRA BUDAIY T3
Alosra,Shopping/Grocery,ALOSRA ZINJ T1
Alosra,Shopping/Grocery,ALOSRA ZINJ T2
Alosra,Shopping/Grocery,ALOSRA ZINJ T3
Alosra,Shopping/Grocery,ALOSRA TUBLI T1
Alosra,Shopping/Grocery,ALOSRA TUBLI T2
Alosra,Shopping/Grocery,ALOSRA TUBLI T3
Alosra,Shopping/Grocery,ALOSRA AALI T1
Alosra,Shopping/Grocery,ALOSRA AALI T2
Alosra,Shopping/Grocery,ALOSRA AALI T3
Alosra,Shopping/Grocery,ALOSRA SAAR T1
Alosra,Shopping/Grocery,ALOSRA SAAR T2
Alosra,Shopping/Grocery,ALOSRA SAAR T3
Alosra,Shopping/Grocery,ALOSRA HOORA T1
Alosra,Shopping/Grocery,ALOSRA HOORA T2
Alosra,Shopping/Grocery,ALOSRA HOORA T3
Alosra,Shopping/Grocery,ALOSRA GALALI T1
Alosra,Shopping/Grocery,ALOSRA GALALI T2
Alosra,Shopping/Grocery,ALOSRA GALALI T3
Alosra,Shopping/Grocery,ALOSRA BUSAIT T1
Alosra,Shopping/Grocery,ALOSRA BUSAIT T2
Alosra,Shopping/Grocery,ALOSRA BUSAIT T3
Alosra,Shopping/Grocery,ALOSRA DIRAZ T1
Alosra,Shopping/Grocery,ALOSRA DIRAZ T2
Alosra,Shopping/Grocery,ALOSRA DIRAZ T3
Alosra,Shopping/Grocery,ALOSRA ZALLAQ T1
Alosra,Shopping/Grocery,ALOSRA ZALLAQ T2
Alosra,Shopping/Grocery,ALOSRA ZALLAQ T3
Alosra,Shopping/Grocery,ALOSRA AWALI T1
Alosra,Shopping/Grocery,ALOSRA AWALI T2
Alosra,Shopping/Grocery,ALOSRA AWALI T3
Starbucks,Food & Beverages,STARBUCKS MANAMA T1
Starbucks,Food & Beverages,STARBUCKS MANAMA T2
Starbucks,Food & Beverages,STARBUCKS MANAMA T3
Starbucks,Food & Beverages,STARBUCKS RIFFA T1
Starbucks,Food & Beverages,STARBUCKS RIFFA T2
Starbucks,Food & Beverages,STARBUCKS RIFFA T3
Starbucks,Food & Beverages,STARBUCKS MUHARR T1
Starbucks,Food & Beverages,STARBUCKS MUHARR T2
Starbucks,Food & Beverages,STARBUCKS MUHARR T3
Starbucks,Food & Beverages,STARBUCKS ISA TO T1
Starbucks,Food & Beverages,STARBUCKS ISA TO T2
Starbucks,Food & Beverages,STARBUCKS ISA TO T3
Starbucks,Food & Beverages,STARBUCKS HAMAD  T1
Starbucks,Food & Beverages,STARBUCKS HAMAD  T2
Starbucks,Food & Beverages,STARBUCKS HAMAD  T3
Starbucks,Food & Beverages,STARBUCKS JUFFAI T1
Starbucks,Food & Beverages,STARBUCKS JUFFAI T2
Starbucks,Food & Beverages,STARBUCKS JUFFAI T3
Starbucks,Food & Beverages,STARBUCKS SEEF T1
Starbucks,Food & Beverages,STARBUCKS SEEF T2
Starbucks,Food & Beverages,STARBUCKS SEEF T3
Starbucks,Food & Beverages,STARBUCKS SITRA T1
Starbucks,Food & Beverages,STARBUCKS SITRA T2
Starbucks,Food & Beverages,STARBUCKS SITRA T3
Starbucks,Food & Beverages,STARBUCKS AMWAJ T1
Starbucks,Food & Beverages,STARBUCKS AMWAJ T2
Starbucks,Food & Beverages,STARBUCKS AMWAJ T3
Starbucks,Food & Beverages,STARBUCKS BUDAIY T1
Starbucks,Food & Beverages,STARBUCKS BUDAIY T2
Starbucks,Food & Beverages,STARBUCKS BUDAIY T3
Starbucks,Food & Beverages,STARBUCKS ZINJ T1
Starbucks,Food & Beverages,STARBUCKS ZINJ T2
Starbucks,Food & Beverages,STARBUCKS ZINJ T3
Starbucks,Food & Beverages,STARBUCKS TUBLI T1
Starbucks,Food & Beverages,STARBUCKS TUBLI T2
Starbucks,Food & Beverages,STARBUCKS TUBLI T3
Starbucks,Food & Beverages,STARBUCKS AALI T1
Starbucks,Food & Beverages,STARBUCKS AALI T2
Starbucks,Food & Beverages,STARBUCKS AALI T3
Starbucks,Food & Beverages,STARBUCKS SAAR T1
Starbucks,Food & Beverages,STARBUCKS SAAR T2
Starbucks,Food & Beverages,STARBUCKS SAAR T3
Starbucks,Food & Beverages,STARBUCKS HOORA T1
Starbucks,Food & Beverages,STARBUCKS HOORA T2
Starbucks,Food & Beverages,STARBUCKS HOORA T3
Starbucks,Food & Beverages,STARBUCKS GALALI T1
Starbucks,Food & Beverages,STARBUCKS GALALI T2
Starbucks,Food & Beverages,STARBUCKS GALALI T3
Starbucks,Food & Beverages,STARBUCKS BUSAIT T1
Starbucks,Food & Beverages,STARBUCKS BUSAIT T2
Starbucks,Food & Beverages,STARBUCKS BUSAIT T3
Starbucks,Food & Beverages,STARBUCKS DIRAZ T1
Starbucks,Food & Beverages,STARBUCKS DIRAZ T2
Starbucks,Food & Beverages,STARBUCKS DIRAZ T3
Starbucks,Food & Beverages,STARBUCKS ZALLAQ T1
Starbucks,Food & Beverages,STARBUCKS ZALLAQ T2
Starbucks,Food & Beverages,STARBUCKS ZALLAQ T3
Starbucks,Food & Beverages,STARBUCKS AWALI T1
Starbucks,Food & Beverages,STARBUCKS AWALI T2
Starbucks,Food & Beverages,STARBUCKS AWALI T3
Costa Coffee,Food & Beverages,COSTA COFF MANAMA T1
Costa Coffee,Food & Beverages,COSTA COFF MANAMA T2
Costa Coffee,Food & Beverages,COSTA COFF MANAMA T3
Costa Coffee,Food & Beverages,COSTA COFF RIFFA T1
Costa Coffee,Food & Beverages,COSTA COFF RIFFA T2
Costa Coffee,Food & Beverages,COSTA COFF RIFFA T3
Costa Coffee,Food & Beverages,COSTA COFF MUHARR T1
Costa Coffee,Food & Beverages,COSTA COFF MUHARR T2
Costa Coffee,Food & Beverages,COSTA COFF MUHARR T3
Costa Coffee,Food & Beverages,COSTA COFF ISA TO T1
Costa Coffee,Food & Beverages,COSTA COFF ISA TO T2
Costa Coffee,Food & Beverages,COSTA COFF ISA TO T3
Costa Coffee,Food & Beverages,COSTA COFF HAMAD  T1
Costa Coffee,Food & Beverages,COSTA COFF HAMAD  T2
Costa Coffee,Food & Beverages,COSTA COFF HAMAD  T3
Costa Coffee,Food & Beverages,COSTA COFF JUFFAI T1
Costa Coffee,Food & Beverages,COSTA COFF JUFFAI T2
Costa Coffee,Food & Beverages,COSTA COFF JUFFAI T3
Costa Coffee,Food & Beverages,COSTA COFF SEEF T1
Costa Coffee,Food & Beverages,COSTA COFF SEEF T2
Costa Coffee,Food & Beverages,COSTA COFF SEEF T3
Costa Coffee,Food & Beverages,COSTA COFF SITRA T1
Costa Coffee,Food & Beverages,COSTA COFF SITRA T2
Costa Coffee,Food & Beverages,COSTA COFF SITRA T3
Costa Coffee,Food & Beverages,COSTA COFF AMWAJ T1
Costa Coffee,Food & Beverages,COSTA COFF AMWAJ T2
Costa Coffee,Food & Beverages,COSTA COFF AMWAJ T3
Costa Coffee,Food & Beverages,COSTA COFF BUDAIY T1
Costa Coffee,Food & Beverages,COSTA COFF BUDAIY T2
Costa Coffee,Food & Beverages,COSTA COFF BUDAIY T3
Costa Coffee,Food & Beverages,COSTA COFF ZINJ T1
Costa Coffee,Food & Beverages,COSTA COFF ZINJ T2
Costa Coffee,Food & Beverages,COSTA COFF ZINJ T3
Costa Coffee,Food & Beverages,COSTA COFF TUBLI T1
Costa Coffee,Food & Beverages,COSTA COFF TUBLI T2
Costa Coffee,Food & Beverages,COSTA COFF TUBLI T3
Costa Coffee,Food & Beverages,COSTA COFF AALI T1
Costa Coffee,Food & Beverages,COSTA COFF AALI T2
Costa Coffee,Food & Beverages,COSTA COFF AALI T3
Costa Coffee,Food & Beverages,COSTA COFF SAAR T1
Costa Coffee,Food & Beverages,COSTA COFF SAAR T2
Costa Coffee,Food & Beverages,COSTA COFF SAAR T3
Costa Coffee,Food & Beverages,COSTA COFF HOORA T1
Costa Coffee,Food & Beverages,COSTA COFF HOORA T2
Costa Coffee,Food & Beverages,COSTA COFF HOORA T3
Costa Coffee,Food & Beverages,COSTA COFF GALALI T1
Costa Coffee,Food & Beverages,COSTA COFF GALALI T2
Costa Coffee,Food & Beverages,COSTA COFF GALALI T3
Costa Coffee,Food & Beverages,COSTA COFF BUSAIT T1
Costa Coffee,Food & Beverages,COSTA COFF BUSAIT T2
